emp_no,first_name,last_name,birth_date,title,dept_no
460131,Adly,Hambrick,1965-01-16,Staff,d007
460691,Munehiko,Gihr,1965-01-16,Senior Staff,d003
460707,Yoshinari,Lanteri,1965-01-07,Senior Engineer,d005
460920,Remzi,Mitzlaff,1965-01-22,Senior Staff,d007
461120,Shietung,Gelosh,1965-01-18,Senior Engineer,d005
461270,Mrinalini,Mawatari,1965-01-10,Staff,d007
461801,Sumali,Cooman,1965-01-03,Senior Staff,d007
462493,Paloma,Gerlach,1965-01-12,Senior Engineer,d006
462795,Somnath,Cummings,1965-01-05,Senior Staff,d008
463023,Itzchak,Penn,1965-01-06,Staff,d001
463099,Jinxi,Schmiedel,1965-01-15,Senior Staff,d002
463212,Ramya,Rossi,1965-01-09,Senior Engineer,d004
463472,Jaber,Sethi,1965-01-11,Technique Leader,d004
463495,Alenka,Barriga,1965-01-28,Senior Staff,d003
464284,Huiqun,Henders,1965-01-20,Senior Staff,d007
464303,Abdelghani,Nyrup,1965-01-22,Senior Staff,d009
465062,Stafford,Gist,1965-01-29,Senior Engineer,d004
465076,Tokuyasu,Ghelli,1965-01-19,Senior Engineer,d004
465085,Vidar,Gunderson,1965-01-18,Senior Staff,d009
465409,Shahid,Varman,1965-01-30,Senior Staff,d001
465501,Mrinalini,Gire,1965-01-05,Senior Staff,d003
465711,Lakshmi,Frijda,1965-01-06,Senior Engineer,d005
465853,Kwan,Kampfer,1965-01-01,Staff,d003
465874,Herb,Picht,1965-01-12,Engineer,d004
466064,Temple,Danlos,1965-01-31,Senior Staff,d007
466367,Hiroyasu,Strandh,1965-01-05,Senior Staff,d009
466509,Bezalel,Verhoeff,1965-01-26,Senior Engineer,d005
466603,Yechezkel,Nourani,1965-01-23,Senior Staff,d001
466745,Boalin,Birsak,1965-01-26,Senior Staff,d003
467176,Przemyslawa,Borovoy,1965-01-05,Senior Staff,d003
467269,Nahum,Lambe,1965-01-18,Technique Leader,d005
467392,Mariusz,Rikino,1965-01-07,Senior Engineer,d004
467441,Margareta,Bondorf,1965-01-13,Senior Engineer,d004
467591,Kiyotoshi,Hennebert,1965-01-17,Staff,d001
467886,Sivanarayana,Chandrasekhar,1965-01-02,Senior Staff,d001
467918,Tsuneo,Skrikant,1965-01-03,Staff,d009
468360,Huei,Saoudi,1965-01-12,Technique Leader,d005
468417,Kamakshi,Huhdanpaa,1965-01-25,Senior Engineer,d004
468659,Ranga,Lemarechal,1965-01-18,Senior Engineer,d005
468773,Baziley,Brookner,1965-01-27,Senior Engineer,d006
469104,Nadjib,Comellas,1965-01-21,Senior Engineer,d004
469253,Baruch,Basawa,1965-01-17,Senior Engineer,d005
469269,Weiyi,Codenie,1965-01-23,Senior Engineer,d004
469366,Aiman,Wilfing,1965-01-12,Senior Engineer,d006
469399,Hongzhu,Ruemmler,1965-01-25,Engineer,d004
469527,Halsur,Ibel,1965-01-24,Staff,d008
469529,Neven,Rikino,1965-01-07,Senior Engineer,d006
469735,Arif,Stranks,1965-01-30,Senior Engineer,d005
469867,Hein,Jonsson,1965-01-23,Senior Staff,d008
470456,Reuven,Oehlmann,1965-01-13,Senior Staff,d007
470472,Zhiguo,Staudhammer,1965-02-01,Senior Engineer,d005
471397,Nigel,Zirintsis,1965-02-01,Engineer,d005
471532,Feiyu,Decleir,1965-01-17,Technique Leader,d005
471552,Basem,Lortz,1965-01-22,Staff,d002
471911,Arun,Zaccaria,1965-01-14,Engineer,d006
471939,Kazuhiko,Marshall,1965-01-27,Staff,d004
472052,Godehard,Chinal,1965-01-26,Assistant Engineer,d005
472143,Yahiko,Sommen,1965-01-25,Senior Staff,d007
472238,Jungsoon,Gubsky,1965-01-31,Senior Engineer,d004
472790,Zhenbing,Ibel,1965-01-23,Senior Engineer,d005
472950,Weidon,Fordan,1965-01-29,Senior Engineer,d004
473268,Hugo,Sgarro,1965-01-01,Senior Staff,d007
473299,Khaled,Penn,1965-01-12,Senior Staff,d007
473490,Pantung,Reeker,1965-01-06,Senior Staff,d008
473940,Avishai,Majewski,1965-01-16,Engineer,d004
474331,Sugwoo,Eugenio,1965-01-29,Senior Staff,d002
474763,Mayuko,Clouatre,1965-01-07,Engineer,d005
474796,Zongyan,Shackel,1965-01-10,Technique Leader,d004
475087,Genevieve,Snedden,1965-01-31,Senior Engineer,d004
475258,Fumiyo,Feinberg,1965-01-10,Senior Staff,d004
475538,Christophe,Leaver,1965-01-15,Staff,d003
475938,Shigeaki,Lanteri,1965-01-14,Senior Engineer,d005
475965,Rimon,Pietracaprina,1965-01-02,Senior Engineer,d005
476055,Girolamo,Schlumberger,1965-01-03,Senior Staff,d008
476122,Khun,Spieker,1965-01-04,Engineer,d004
476327,Reinhold,Binkley,1965-01-31,Senior Engineer,d004
476361,Doohun,Preusig,1965-01-09,Technique Leader,d005
477350,Terresa,Vigier,1965-01-01,Staff,d007
477578,Marit,Paludetto,1965-01-23,Senior Engineer,d005
477969,Bluma,Mundy,1965-01-18,Senior Engineer,d005
478007,Fumino,Narahara,1965-01-06,Senior Engineer,d004
478170,Doowon,Schoegge,1965-01-22,Engineer,d005
478218,Djenana,Erol,1965-01-02,Engineer,d005
478439,Yuichiro,Bale,1965-01-15,Technique Leader,d005
478768,Arun,Katzenelson,1965-01-03,Senior Engineer,d004
478799,Shaw,Borovoy,1965-01-18,Senior Staff,d001
478833,Pradeep,Valiente,1965-01-30,Senior Engineer,d004
478858,Hidekazu,Perna,1965-01-20,Staff,d009
479024,Ewing,Kalorkoti,1965-01-03,Engineer,d004
479407,Randi,Tomescu,1965-01-18,Senior Engineer,d004
479601,Kayoko,Bahi,1965-01-19,Staff,d008
479695,Masamitsu,Murrill,1965-01-06,Senior Staff,d001
480035,Sukumar,Georg,1965-01-26,Senior Staff,d005
480066,Suebskul,Menhardt,1965-01-31,Senior Engineer,d006
480178,Uinam,Rahier,1965-01-03,Senior Staff,d008
480268,Gaurav,Cheshire,1965-01-18,Technique Leader,d005
480407,Deniz,Bennis,1965-01-01,Senior Engineer,d005
481050,Weiru,Burnard,1965-01-16,Senior Staff,d003
481213,Shigehiro,Haldar,1965-01-08,Senior Staff,d007
481397,Luisa,Chelton,1965-01-31,Assistant Engineer,d004
481764,Teiji,Marrakchi,1965-01-27,Senior Engineer,d004
481790,Haldun,Erie,1965-01-22,Senior Engineer,d005
482335,Kwangyoen,Peck,1965-01-26,Engineer,d005
482354,Jayson,Zockler,1965-01-23,Staff,d008
482755,Jouni,Conia,1965-01-03,Senior Staff,d001
482885,Shaunak,Brizzi,1965-01-29,Senior Engineer,d004
482905,Aral,Hebden,1965-01-16,Senior Staff,d002
482944,Duke,Journel,1965-01-26,Senior Staff,d007
483401,Rosita,Pokrovskii,1965-01-10,Senior Staff,d007
483675,Hausi,Kamber,1965-01-22,Senior Engineer,d004
483825,Marek,Mitchem,1965-01-22,Senior Engineer,d004
483838,Sham,Kavanagh,1965-01-03,Assistant Engineer,d004
483978,Dung,Tanemo,1965-01-24,Senior Staff,d007
484126,Manton,Lueh,1965-01-05,Senior Staff,d003
484142,Perry,Cooman,1965-01-05,Senior Staff,d003
484498,Herbert,Hammerschmidt,1965-01-26,Senior Engineer,d004
484756,Phule,Ruemmler,1965-01-16,Senior Engineer,d005
485253,Gladys,Parhami,1965-01-14,Senior Staff,d009
485489,Keiichiro,Armand,1965-01-01,Senior Engineer,d005
485577,Rafael,Menhoudj,1965-01-30,Senior Engineer,d005
485579,Munehiro,Iwayama,1965-01-18,Senior Engineer,d005
485799,Yoshimitsu,Litvinov,1965-01-27,Senior Staff,d008
485817,Mahmut,Bolotov,1965-01-29,Engineer,d004
486068,Yefim,Bernardeschi,1965-01-11,Senior Staff,d003
486808,Geoffrey,Siochi,1965-01-05,Senior Engineer,d006
486918,Yagil,Remmers,1965-01-18,Senior Staff,d007
486956,Matt,Ruemmler,1965-01-01,Engineer,d004
486958,Tonny,Kropf,1965-01-06,Senior Engineer,d005
487008,Zhigen,Raney,1965-01-22,Senior Staff,d007
487505,Uno,Jayawardene,1965-01-20,Senior Staff,d008
487988,Ekawit,Schaft,1965-01-05,Senior Staff,d003
488095,Francoise,Hegner,1965-01-24,Senior Staff,d009
488142,Denis,Narlikar,1965-01-05,Senior Staff,d007
488482,Kensyu,Tsunoo,1965-01-30,Engineer,d005
488540,Breannda,Maquelin,1965-01-22,Senior Staff,d002
488619,Georgy,Bennis,1965-01-25,Engineer,d004
488693,Jiong,Zultner,1965-01-27,Senior Engineer,d005
488707,Mihalis,Remmers,1965-01-16,Senior Staff,d007
488752,Nimmagadda,Baja,1965-01-23,Senior Staff,d001
488788,Wuxu,Garigliano,1965-01-12,Senior Staff,d009
488984,Kendra,Junet,1965-01-18,Senior Staff,d002
489755,Matk,Chorvat,1965-01-14,Senior Staff,d002
489756,Kersti,Miculan,1965-01-01,Senior Staff,d002
489928,Satoru,Janetzko,1965-01-28,Assistant Engineer,d005
490551,Lalit,Lindqvist,1965-01-01,Engineer,d005
490557,Luise,Vigier,1965-01-27,Senior Engineer,d004
490568,Zita,Reistad,1965-01-01,Senior Engineer,d005
490720,Younwoo,Samarati,1965-01-19,Senior Engineer,d004
491079,Kwangsub,Keirsey,1965-01-06,Senior Engineer,d005
491162,Panayotis,Hempstead,1965-01-14,Senior Engineer,d005
491478,Gill,Varman,1965-01-16,Senior Staff,d007
491596,Charmane,Pargas,1965-01-21,Senior Engineer,d004
491632,Gadiel,Perly,1965-01-01,Senior Staff,d009
492000,Valeska,Cools,1965-01-10,Senior Staff,d003
492052,Udo,Ratnakar,1965-01-11,Staff,d009
492217,Heekeun,Verhaegen,1965-01-16,Senior Engineer,d005
492639,Sanjoy,Porenta,1965-01-30,Engineer,d005
492677,Goetz,McAffer,1965-01-26,Senior Engineer,d004
493031,Hironoby,Jakobus,1965-01-23,Senior Staff,d009
493048,Muzhong,Berztiss,1965-01-31,Senior Staff,d007
493096,Sachem,Msuda,1965-01-31,Engineer,d005
493744,Leni,Kropatsch,1965-01-14,Senior Engineer,d004
494019,Morrie,Iisaku,1965-01-16,Senior Staff,d001
494088,Phule,Dahlbom,1965-01-10,Senior Engineer,d004
494493,Masasuke,Koprowski,1965-01-10,Staff,d001
494995,Yongmao,Pouyioutas,1965-01-04,Senior Staff,d007
496100,Pranjal,Reinhard,1965-01-07,Staff,d009
496970,Giordano,Maquelin,1965-01-03,Senior Engineer,d004
496978,Danco,Debuse,1965-01-30,Senior Staff,d001
497007,Oldrich,Adachi,1965-01-23,Senior Engineer,d004
497174,Sanjiv,Bressoud,1965-01-02,Senior Engineer,d005
497340,Fayez,Keohane,1965-01-06,Senior Staff,d001
497391,Paris,Lieblein,1965-01-30,Engineer,d006
497835,Shuho,Laurillard,1965-01-29,Technique Leader,d004
498185,Caolyn,Marciano,1965-01-19,Senior Engineer,d005
498337,Naraig,Docker,1965-01-30,Staff,d007
498456,Geraldo,Gerteisen,1965-01-17,Senior Staff,d009
498635,Florian,Pezzoli,1965-01-09,Senior Staff,d007
498838,Sanjay,Ciolek,1965-01-16,Senior Staff,d008
498845,Arumugam,Pelc,1965-01-09,Senior Engineer,d005
498955,Nechama,Kandlur,1965-01-13,Senior Engineer,d004
499194,Padma,Delgrange,1965-01-29,Senior Staff,d001
499260,Danae,Honglei,1965-01-11,Engineer,d004
499495,Baoqiu,Kakkar,1965-01-14,Engineer,d005
